subject,exam_board,level,title,parent_title,order_index
Chemistry,OCR,3,Mechanism of Electrophilic Substitution in Arenes,"Aromatics, Carbonyls, and Carboxylic Acids",4
Chemistry,OCR,3,The Acidity of Phenol,"Aromatics, Carbonyls, and Carboxylic Acids",5
Chemistry,OCR,3,Electrophilic Substitution of Phenol,"Aromatics, Carbonyls, and Carboxylic Acids",6
Chemistry,OCR,3,Directing Groups in Aromatic Substitution,"Aromatics, Carbonyls, and Carboxylic Acids",7
Chemistry,OCR,3,Oxidation and Nucleophilic Addition Reactions of Carbonyls,"Aromatics, Carbonyls, and Carboxylic Acids",8
Chemistry,OCR,3,Mechanism of Nucleophilic Addition,"Aromatics, Carbonyls, and Carboxylic Acids",9
Chemistry,OCR,3,Characteristic Tests for Carbonyls,"Aromatics, Carbonyls, and Carboxylic Acids",10
Chemistry,OCR,3,Properties and Reactions of Carboxylic Acids,"Aromatics, Carbonyls, and Carboxylic Acids",11
Chemistry,OCR,3,Esterification and Hydrolysis,"Aromatics, Carbonyls, and Carboxylic Acids",12
Chemistry,OCR,3,Acyl Chlorides in Synthesis,"Aromatics, Carbonyls, and Carboxylic Acids",13
Chemistry,OCR,2,"Nitrogen Compounds, Polymers, and Synthesis",Organic chemistry and analysis,2
Chemistry,OCR,3,Preparation and Basicity of Amines,"Nitrogen Compounds, Polymers, and Synthesis",1
Chemistry,OCR,3,Amino Acids and Amides,"Nitrogen Compounds, Polymers, and Synthesis",2
Chemistry,OCR,3,Chirality and Optical Isomerism,"Nitrogen Compounds, Polymers, and Synthesis",3
Chemistry,OCR,3,Condensation Polymerisation,"Nitrogen Compounds, Polymers, and Synthesis",4
Chemistry,OCR,3,Analysis and Hydrolysis of Condensation Polymers,"Nitrogen Compounds, Polymers, and Synthesis",5
Chemistry,OCR,3,Carbon-Carbon Bond Formation using Nitriles,"Nitrogen Compounds, Polymers, and Synthesis",6
Chemistry,OCR,3,Reactions of Nitriles and Aromatic C–C Formation,"Nitrogen Compounds, Polymers, and Synthesis",7
Chemistry,OCR,3,Practical Techniques for Solid Organic Synthesis,"Nitrogen Compounds, Polymers, and Synthesis",8
Chemistry,OCR,3,Designing Multi-stage Synthetic Routes,"Nitrogen Compounds, Polymers, and Synthesis",9
Chemistry,OCR,2,Advanced Analytical Techniques,Organic chemistry and analysis,3
Chemistry,OCR,3,Chromatography (TLC and GC),Advanced Analytical Techniques,1
Chemistry,OCR,3,Qualitative Analysis of Functional Groups (Part 1),Advanced Analytical Techniques,2
Chemistry,OCR,3,Qualitative Analysis of Functional Groups (Part 2),Advanced Analytical Techniques,3
Chemistry,OCR,3,Carbon-13 NMR Spectroscopy,Advanced Analytical Techniques,4
Chemistry,OCR,3,Proton NMR: Chemical Shift and Integration,Advanced Analytical Techniques,5
Chemistry,OCR,3,Proton NMR: Spin-Spin Splitting,Advanced Analytical Techniques,6
Chemistry,OCR,3,Standards and Solvents in NMR Spectroscopy,Advanced Analytical Techniques,7
Chemistry,OCR,3,Combined Analytical Techniques,Advanced Analytical Techniques,8
