subject,exam_board,level,title,parent_title,order_index
History,AQA,3,Consolidating the Tudor Dynasty,"The Fall of the House of York, 1471–1499 (A-level o",4
History,AQA,1,"2C The Reformation in Europe, c1500–1564 (A-level only)",,14
History,AQA,2,"The Origins of the Reformation, c1500–1531","2C The Reformation in Europe, c1500–1564 (A-level only)",1
History,AQA,3,The Pre-Reformation Church,"The Origins of the Reformation, c1500–1531",1
History,AQA,3,Martin Luther’s Challenge to the Church,"The Origins of the Reformation, c1500–1531",2
History,AQA,3,The Spread and Diversification of the Reformation,"The Origins of the Reformation, c1500–1531",3
History,AQA,3,Social and Political Consequences of Reform,"The Origins of the Reformation, c1500–1531",4
History,AQA,2,"Reformation Europe, 1531–1564","2C The Reformation in Europe, c1500–1564 (A-level only)",2
History,AQA,3,The Expansion of Protestantism,"Reformation Europe, 1531–1564",1
History,AQA,3,The Rise of Calvinism,"Reformation Europe, 1531–1564",2
History,AQA,3,Religious War and Catholic Reformation,"Reformation Europe, 1531–1564",3
History,AQA,3,The Council of Trent and its Impact,"Reformation Europe, 1531–1564",4
History,AQA,1,"2D Religious conflict and the Church in England, c1529–c1570",,15
History,AQA,2,"The Break from Rome, c1529–1547","2D Religious conflict and the Church in England, c1529–c1570",1
History,AQA,3,The English Church on the Eve of Reformation,"The Break from Rome, c1529–1547",1
History,AQA,3,The Henrician Reformation: Politics and Power,"The Break from Rome, c1529–1547",2
History,AQA,3,The Henrician Reformation: Doctrine and Dissoluti,"The Break from Rome, c1529–1547",3
History,AQA,3,The State of the Church by 1547,"The Break from Rome, c1529–1547",4
History,AQA,2,"The Establishment of the Church of England, 1547–","2D Religious conflict and the Church in England, c1529–c1570",2
History,AQA,3,The Edwardian Reformation,"The Establishment of the Church of England, 1547–",1
History,AQA,3,The Marian Restoration: Aims and Obstacles,"The Establishment of the Church of England, 1547–",2
History,AQA,3,Marian Persecution and its Consequences,"The Establishment of the Church of England, 1547–",3
History,AQA,3,The Elizabethan Religious Settlement,"The Establishment of the Church of England, 1547–",4
History,AQA,1,"2E The English Revolution, 1625–1660",,16
History,AQA,2,"The Origins of the English Civil War, 1625–1642","2E The English Revolution, 1625–1660",1
History,AQA,3,Charles I and the Causes of Conflict,"The Origins of the English Civil War, 1625–1642",1
History,AQA,3,Breakdown of Relations and Personal Rule,"The Origins of the English Civil War, 1625–1642",2
History,AQA,3,The Collapse of Personal Rule and the Approach o,"The Origins of the English Civil War, 1625–1642",3
History,AQA,3,The Slide into War,"The Origins of the English Civil War, 1625–1642",4
History,AQA,2,"Radicalism, Republic and Restoration, 1642–1660","2E The English Revolution, 1625–1660",2
History,AQA,3,The First Civil War and its Aftermath,"Radicalism, Republic and Restoration, 1642–1660",1
History,AQA,3,Radicalism and the Second Civil War,"Radicalism, Republic and Restoration, 1642–1660",2
History,AQA,3,Regicide and the Third Civil War,"Radicalism, Republic and Restoration, 1642–1660",3
History,AQA,3,The Protectorate and the Restoration,"Radicalism, Republic and Restoration, 1642–1660",4
History,AQA,1,"2F The Sun King: Louis XIV, France and Europe, 1643–1715 (A-level only)",,17
History,AQA,2,"The Sun King, 1643–1685","2F The Sun King: Louis XIV, France and Europe, 1643–1715 (A-level only)",1
History,AQA,3,The Minority of Louis XIV and the Frondes,"The Sun King, 1643–1685",1
History,AQA,3,Louis XIV and Absolutism,"The Sun King, 1643–1685",2
History,AQA,3,Domestic Policy under Louis XIV,"The Sun King, 1643–1685",3
History,AQA,3,Early Foreign Policy and Expansion,"The Sun King, 1643–1685",4
History,AQA,2,"Louis XIV in Decline, 1685–1715","2F The Sun King: Louis XIV, France and Europe, 1643–1715 (A-level only)",2
History,AQA,3,France after 1685: Domestic Pressures,"Louis XIV in Decline, 1685–1715",1
History,AQA,3,The Nine Years War,"Louis XIV in Decline, 1685–1715",2
History,AQA,3,The War of the Spanish Succession,"Louis XIV in Decline, 1685–1715",3
History,AQA,3,The End of the Reign and Louis’s Legacy,"Louis XIV in Decline, 1685–1715",4
History,AQA,1,"2G The Birth of the USA, 1760–1801",,18
History,AQA,2,"The Origins of the American Revolution, 1760–1776","2G The Birth of the USA, 1760–1801",1
History,AQA,3,The American Colonies and Britain in 1760,"The Origins of the American Revolution, 1760–1776",1
History,AQA,3,Growing Tensions and Colonial Reaction,"The Origins of the American Revolution, 1760–1776",2
History,AQA,3,The Road to Revolution,"The Origins of the American Revolution, 1760–1776",3
History,AQA,3,The Outbreak of War and Declaration of Indepen,"The Origins of the American Revolution, 1760–1776",4
History,AQA,2,"Establishing the Nation, 1776–1801 (A-level only)","2G The Birth of the USA, 1760–1801",2
History,AQA,3,The War of Independence,"Establishing the Nation, 1776–1801 (A-level only)",1
History,AQA,3,Creating a Constitution,"Establishing the Nation, 1776–1801 (A-level only)",2
History,AQA,3,The Early Republic under Washington and Adams,"Establishing the Nation, 1776–1801 (A-level only)",3
History,AQA,3,The Rise of Political Parties and the State of the N,"Establishing the Nation, 1776–1801 (A-level only)",4
History,AQA,1,"2H France in Revolution, 1774–1815 (A-level only)",,19
History,AQA,2,"The End of Absolutism and the French Revolution, 1","2H France in Revolution, 1774–1815 (A-level only)",1
History,AQA,3,The Ancien Régime on the Eve of Revolution,"The End of Absolutism and the French Revolution, 1",1
History,AQA,3,The Revolution of 1789 and the Constitutional Mon,"The End of Absolutism and the French Revolution, 1",2
History,AQA,3,The Republic and the Execution of the King,"The End of Absolutism and the French Revolution, 1",3
History,AQA,3,"War, Terror, and the Fall of Robespierre","The End of Absolutism and the French Revolution, 1",4
History,AQA,2,The Rise of Napoleon and his Impact on France and,"2H France in Revolution, 1774–1815 (A-level only)",2
History,AQA,3,The Directory and the Rise of Napoleon,The Rise of Napoleon and his Impact on France and,1
History,AQA,3,Napoleonic France: Domestic Policies,The Rise of Napoleon and his Impact on France and,2
History,AQA,3,The Napoleonic Empire: Expansion and Control,The Rise of Napoleon and his Impact on France and,3
History,AQA,3,The Collapse of the Napoleonic Empire,The Rise of Napoleon and his Impact on France and,4
History,AQA,1,"2J America: A Nation Divided, c1845–1877",,20
History,AQA,2,"The Origins of the American Civil War, c1845–1861","2J America: A Nation Divided, c1845–1877",1
History,AQA,3,America in c1845: Divisions and Tensions,"The Origins of the American Civil War, c1845–1861",1
History,AQA,3,Westward Expansion and Attempts at Compromis,"The Origins of the American Civil War, c1845–1861",2
History,AQA,3,The Rise of Sectionalism,"The Origins of the American Civil War, c1845–1861",3
History,AQA,3,The Path to Secession,"The Origins of the American Civil War, c1845–1861",4
History,AQA,2,"Civil War and Reconstruction, 1861–1877 (A-level o","2J America: A Nation Divided, c1845–1877",2
History,AQA,3,The American Civil War,"Civil War and Reconstruction, 1861–1877 (A-level o",1
History,AQA,3,Planning and Implementing Reconstruction,"Civil War and Reconstruction, 1861–1877 (A-level o",2
History,AQA,3,Presidential Reconstruction and its Opposition,"Civil War and Reconstruction, 1861–1877 (A-level o",3
History,AQA,3,Radical Reconstruction and its End,"Civil War and Reconstruction, 1861–1877 (A-level o",4
History,AQA,1,"2K International Relations and Global Conflict, c1890–1941 (A-level only)",,21
History,AQA,2,"Great Power Rivalries and Entry into War, c1890–","2K International Relations and Global Conflict, c1890–1941 (A-level only)",1
History,AQA,3,"The Great Powers and their Rivalries, c.1900","Great Power Rivalries and Entry into War, c1890–",1
History,AQA,3,"Instability and Alliances, 1900–1911","Great Power Rivalries and Entry into War, c1890–",2
History,AQA,3,The Balkan Crises,"Great Power Rivalries and Entry into War, c1890–",3
History,AQA,3,The Outbreak of World War,"Great Power Rivalries and Entry into War, c1890–",4
History,AQA,2,The Failure of International Peace and the Origins o,"2K International Relations and Global Conflict, c1890–1941 (A-level only)",2
History,AQA,3,The Post-War Peace Settlement and its Challenge,The Failure of International Peace and the Origins o,1
History,AQA,3,The ‘Locarno Spirit’ and the Great Depression,The Failure of International Peace and the Origins o,2
History,AQA,3,The Collapse of Collective Security and the Rise o,The Failure of International Peace and the Origins o,3
History,AQA,3,The Outbreak and Escalation of the Second World,The Failure of International Peace and the Origins o,4
History,AQA,1,"2L Italy and Fascism, c1900–1945",,22
History,AQA,2,"The Crisis of Liberal Italy and the Rise of Mussolini,","2L Italy and Fascism, c1900–1945",1
History,AQA,3,Liberal Italy: Challenges and Crises,"The Crisis of Liberal Italy and the Rise of Mussolini,",1
History,AQA,3,The Impact of the First World War,"The Crisis of Liberal Italy and the Rise of Mussolini,",2
History,AQA,3,Post-War Crisis and the Rise of Fascism,"The Crisis of Liberal Italy and the Rise of Mussolini,",3
History,AQA,3,Mussolini’s Consolidation of Power,"The Crisis of Liberal Italy and the Rise of Mussolini,",4
History,AQA,2,"Fascist Italy, 1926–1945 (A-level only)","2L Italy and Fascism, c1900–1945",2
History,AQA,3,The Fascist State: Control and Society,"Fascist Italy, 1926–1945 (A-level only)",1
History,AQA,3,Fascist Foreign Policy and Expansion,"Fascist Italy, 1926–1945 (A-level only)",2
History,AQA,3,The Path to War and Italy’s Involvement,"Fascist Italy, 1926–1945 (A-level only)",3
History,AQA,3,The Fall of Fascism,"Fascist Italy, 1926–1945 (A-level only)",4
History,AQA,1,"2M Wars and Welfare: Britain in Transition, 1906–1957",,23
History,AQA,2,"Society in Crisis, 1906–1929","2M Wars and Welfare: Britain in Transition, 1906–1957",1
History,AQA,3,"The Liberal Governments, 1906–1914","Society in Crisis, 1906–1929",1
History,AQA,3,Pre-War Crises and the Impact of War,"Society in Crisis, 1906–1929",2
History,AQA,3,The Social and Economic Impact of War,"Society in Crisis, 1906–1929",3
History,AQA,3,Britain in the 1920s,"Society in Crisis, 1906–1929",4
History,AQA,2,"The Emergence of the Affluent Society, 1929–1957","2M Wars and Welfare: Britain in Transition, 1906–1957",2
History,AQA,3,Britain in the ‘Hungry Thirties’,"The Emergence of the Affluent Society, 1929–1957",1
History,AQA,3,The ‘People’s War’ and the Post-War Settlement,"The Emergence of the Affluent Society, 1929–1957",2
History,AQA,3,The Age of Affluence: Politics and Economy,"The Emergence of the Affluent Society, 1929–1957",3
History,AQA,3,The Affluent Society: Social Change and Tensions,"The Emergence of the Affluent Society, 1929–1957",4
History,AQA,1,"2N Revolution and dictatorship: Russia, 1917–1953",,24
History,AQA,2,"The Russian Revolution and the Rise of Stalin, 1917","2N Revolution and dictatorship: Russia, 1917–1953",1
History,AQA,3,The Revolutions of 1917,"The Russian Revolution and the Rise of Stalin, 1917",1
History,AQA,3,"Consolidation, Civil War, and the NEP","The Russian Revolution and the Rise of Stalin, 1917",2
History,AQA,3,The Power Struggle and Stalin’s Rise,"The Russian Revolution and the Rise of Stalin, 1917",3
History,AQA,3,The ‘Great Turn’ and the Stalinist State,"The Russian Revolution and the Rise of Stalin, 1917",4
History,AQA,2,"Stalin’s Rule, 1929–1953 (A-level only)","2N Revolution and dictatorship: Russia, 1917–1953",2
History,AQA,3,Stalin’s Revolution from Above,"Stalin’s Rule, 1929–1953 (A-level only)",1
History,AQA,3,The Terror State,"Stalin’s Rule, 1929–1953 (A-level only)",2
History,AQA,3,The Great Patriotic War,"Stalin’s Rule, 1929–1953 (A-level only)",3
History,AQA,3,High Stalinism and Legacy,"Stalin’s Rule, 1929–1953 (A-level only)",4
History,AQA,1,"2O Democracy and Nazism: Germany, 1918–1945",,25
History,AQA,2,"The Weimar Republic, 1918–1933","2O Democracy and Nazism: Germany, 1918–1945",1
History,AQA,3,"The Troubled Birth of the Republic, 1918–1924","The Weimar Republic, 1918–1933",1
History,AQA,3,"The ‘Golden Age’ of Weimar, 1924–1929","The Weimar Republic, 1918–1933",2
History,AQA,3,"The Collapse of the Republic, 1929–1933","The Weimar Republic, 1918–1933",3
History,AQA,3,Hitler’s Appointment as Chancellor,"The Weimar Republic, 1918–1933",4
History,AQA,2,"Nazi Germany, 1933–1945 (A-level only)","2O Democracy and Nazism: Germany, 1918–1945",2
History,AQA,3,Consolidating Power and the Terror State,"Nazi Germany, 1933–1945 (A-level only)",1
History,AQA,3,Nazi Economic and Social Policies,"Nazi Germany, 1933–1945 (A-level only)",2
History,AQA,3,Racial Policy and the Holocaust,"Nazi Germany, 1933–1945 (A-level only)",3
History,AQA,3,The Impact of War on Nazi Germany,"Nazi Germany, 1933–1945 (A-level only)",4
History,AQA,1,"2P The Transformation of China, 1936–1997",,26
History,AQA,2,"The Emergence of the People’s Republic of China, 1","2P The Transformation of China, 1936–1997",1
History,AQA,3,"The GMD, CCP, and the Sino-Japanese War","The Emergence of the People’s Republic of China, 1",1
History,AQA,3,The Chinese Civil War and Communist Victory,"The Emergence of the People’s Republic of China, 1",2
History,AQA,3,Consolidating Communist Rule,"The Emergence of the People’s Republic of China, 1",3
History,AQA,3,The Great Leap Forward and its Consequences,"The Emergence of the People’s Republic of China, 1",4
History,AQA,2,Economic Growth and the Transformation of the St,"2P The Transformation of China, 1936–1997",2
History,AQA,3,China after the Great Leap Forward,Economic Growth and the Transformation of the St,1
History,AQA,3,The Cultural Revolution: Origins and Development,Economic Growth and the Transformation of the St,2
History,AQA,3,The Impact of the Cultural Revolution and Foreign,Economic Growth and the Transformation of the St,3
History,AQA,3,The Deng Xiaoping Era and Modern China,Economic Growth and the Transformation of the St,4
History,AQA,1,"2Q The American Dream: reality and illusion, 1945–1980",,27
History,AQA,2,"Prosperity, Inequality and Superpower Status, 1945–","2Q The American Dream: reality and illusion, 1945–1980",1
History,AQA,3,The Truman Presidency and the Early Cold War,"Prosperity, Inequality and Superpower Status, 1945–",1
History,AQA,3,The Eisenhower Presidency and the Affluent Socie,"Prosperity, Inequality and Superpower Status, 1945–",2
