subject,exam_board,level,title,parent_title,order_index
Geography,AQA,2,Contemporary urban environments,Human geography,3
Geography,AQA,3,Urbanisation: Processes and Change,Contemporary urban environments,1
Geography,AQA,3,Urban Forms and Landscapes,Contemporary urban environments,2
Geography,AQA,3,Social and Economic Issues in Urban Areas,Contemporary urban environments,3
Geography,AQA,3,Urban Climate and Air Quality Management,Contemporary urban environments,4
Geography,AQA,3,Urban Hydrology and Catchment Management,Contemporary urban environments,5
Geography,AQA,3,Urban Waste Management,Contemporary urban environments,6
Geography,AQA,3,Urban Environmental Issues and Sustainability,Contemporary urban environments,7
Geography,AQA,3,Urban Case Studies,Contemporary urban environments,8
Geography,AQA,2,Population and the environment,Human geography,4
Geography,AQA,3,Introduction to Population and Environment,Population and the environment,1
Geography,AQA,3,"Population, Environment and Food Security",Population and the environment,2
Geography,AQA,3,"Environment, Health and Disease",Population and the environment,3
Geography,AQA,3,Dynamics of Population Change,Population and the environment,4
Geography,AQA,3,Population Ecology and Theories,Population and the environment,5
Geography,AQA,3,Global Population Futures,Population and the environment,6
Geography,AQA,3,Population Case Studies,Population and the environment,7
Geography,AQA,2,Resource security,Human geography,5
Geography,AQA,3,Concepts of Resource Development and Sustainability,Resource security,1
Geography,AQA,3,Global Resource Issues and Geopolitics,Resource security,2
Geography,AQA,3,"Water Security: Supply, Management and Conflict",Resource security,3
Geography,AQA,3,"Energy Security: Supply, Management and Sustainability",Resource security,4
Geography,AQA,3,"Mineral Security: Extraction, Impacts and Sustainability",Resource security,5
Geography,AQA,3,Resource Futures and Case Studies,Resource security,6
Geography,AQA,1,Geography fieldwork investigation,,3
Geography,AQA,2,Fieldwork and Investigation Requirements,Geography fieldwork investigation,1
Geography,AQA,3,Core Fieldwork and Investigation Requirements,Fieldwork and Investigation Requirements,1
Geography,AQA,3,Criteria for the Independent Investigation,Fieldwork and Investigation Requirements,2
Geography,AQA,3,"Independence, Collaboration and Practicalities",Fieldwork and Investigation Requirements,3
Geography,AQA,3,Guidance for Teachers and Students,Fieldwork and Investigation Requirements,4
Geography,AQA,2,Non-exam assessment mark scheme guidance,Geography fieldwork investigation,2
Geography,AQA,3,Mark Scheme Guidance: Level 4,Non-exam assessment mark scheme guidance,1
Geography,AQA,3,Mark Scheme Guidance: Level 3,Non-exam assessment mark scheme guidance,2
Geography,AQA,3,Mark Scheme Guidance: Level 2,Non-exam assessment mark scheme guidance,3
Geography,AQA,3,Mark Scheme Guidance: Level 1,Non-exam assessment mark scheme guidance,4
Geography,AQA,3,Mark Scheme Area 1: Introduction and Preliminary Research,Non-exam assessment mark scheme guidance,5
Geography,AQA,3,Mark Scheme Area 2: Methods of Field Investigation and Data Collection,Non-exam assessment mark scheme guidance,6
Geography,AQA,3,Mark Scheme Area 3: Methods of Critical Analysis,Non-exam assessment mark scheme guidance,7
Geography,AQA,3,"Mark Scheme Area 4: Conclusions, Evaluation and Presentation",Non-exam assessment mark scheme guidance,8
Geography,AQA,1,Geographical skills checklist,,4
Geography,AQA,2,Geographical Skills and Data,Geographical skills checklist,1
Geography,AQA,3,Introduction to Geographical Skills and Competence,Geographical Skills and Data,1
Geography,AQA,3,Qualitative Skills and Approaches,Geographical Skills and Data,2
Geography,AQA,3,Quantitative Skills and Approaches,Geographical Skills and Data,3
Geography,AQA,2,Specific Skills,Geographical skills checklist,2
Geography,AQA,3,Core Skills,Specific Skills,1
Geography,AQA,3,Cartographic Skills,Specific Skills,2
Geography,AQA,3,Graphical Skills,Specific Skills,3
Geography,AQA,3,Statistical Skills,Specific Skills,4
Geography,AQA,3,ICT Skills,Specific Skills,5
