subject,exam_board,level,title,parent_title,order_index
Computer Science,AQA,3,Converting and Normalising Fractional Numbers,Binary number system,4
Computer Science,AQA,3,Representation Errors,Binary number system,5
Computer Science,AQA,3,"Range, Precision, Underflow and Overflow",Binary number system,6
Computer Science,AQA,2,Information coding systems,Fundamentals of data representation,5
Computer Science,AQA,3,Character Encoding,Information coding systems,1
Computer Science,AQA,3,Error Detection and Correction,Information coding systems,2
Computer Science,AQA,2,"Representing images, sound and other data",Fundamentals of data representation,6
Computer Science,AQA,3,Analogue and Digital Representation,"Representing images, sound and other data",1
Computer Science,AQA,3,Analogue-Digital Conversion,"Representing images, sound and other data",2
Computer Science,AQA,3,Bitmap Graphics,"Representing images, sound and other data",3
Computer Science,AQA,3,Vector Graphics,"Representing images, sound and other data",4
Computer Science,AQA,3,Digital Sound Representation and MIDI,"Representing images, sound and other data",5
Computer Science,AQA,3,Data Compression,"Representing images, sound and other data",6
Computer Science,AQA,3,Introduction to Encryption,"Representing images, sound and other data",7
Computer Science,AQA,3,Computational Security,"Representing images, sound and other data",8
Computer Science,AQA,1,Fundamentals of computer systems,,6
Computer Science,AQA,2,Hardware and software,Fundamentals of computer systems,1
Computer Science,AQA,3,Hardware and Software Classification,Hardware and software,1
Computer Science,AQA,3,System Software and the Operating System,Hardware and software,2
Computer Science,AQA,2,Classification of programming languages,Fundamentals of computer systems,2
Computer Science,AQA,3,Low-Level Programming Languages,Classification of programming languages,1
Computer Science,AQA,3,High-Level Languages and Comparison,Classification of programming languages,2
Computer Science,AQA,2,Types of program translator,Fundamentals of computer systems,3
Computer Science,AQA,3,The Role and Types of Translators,Types of program translator,1
Computer Science,AQA,3,Compilation vs Interpretation,Types of program translator,2
Computer Science,AQA,3,Intermediate Code and Object Code,Types of program translator,3
Computer Science,AQA,2,Logic gates,Fundamentals of computer systems,4
Computer Science,AQA,3,Logic Gates and Truth Tables,Logic gates,1
Computer Science,AQA,3,Combining Logic Gates,Logic gates,2
Computer Science,AQA,3,Adders and D-type Flip-Flops,Logic gates,3
Computer Science,AQA,2,Boolean algebra,Fundamentals of computer systems,5
Computer Science,AQA,3,Using Boolean Algebra,Boolean algebra,1
Computer Science,AQA,1,Fundamentals of computer organisation and architecture,,7
Computer Science,AQA,2,Internal hardware components of a computer,Fundamentals of computer organisation and architecture,1
Computer Science,AQA,3,Core Internal Components,Internal hardware components of a computer,1
Computer Science,AQA,3,System Buses,Internal hardware components of a computer,2
Computer Science,AQA,3,Computer Architectures and Addressable Memory,Internal hardware components of a computer,3
Computer Science,AQA,2,The stored program concept,Fundamentals of computer organisation and architecture,2
Computer Science,AQA,3,The Stored Program Concept,The stored program concept,1
Computer Science,AQA,2,Structure and role of the processor and its components,Fundamentals of computer organisation and architecture,3
Computer Science,AQA,3,Processor Components and Registers,Structure and role of the processor and its components,1
Computer Science,AQA,3,The Fetch-Execute Cycle,Structure and role of the processor and its components,2
Computer Science,AQA,3,The Processor Instruction Set,Structure and role of the processor and its components,3
Computer Science,AQA,3,Addressing Modes,Structure and role of the processor and its components,4
Computer Science,AQA,3,Machine Code Operations,Structure and role of the processor and its components,5
Computer Science,AQA,3,Interrupts,Structure and role of the processor and its components,6
Computer Science,AQA,3,Factors Affecting Processor Performance,Structure and role of the processor and its components,7
Computer Science,AQA,2,External hardware devices,Fundamentals of computer organisation and architecture,4
Computer Science,AQA,3,Input/Output Devices,External hardware devices,1
Computer Science,AQA,3,Secondary Storage Devices,External hardware devices,2
Computer Science,AQA,3,Solid-State Drive (SSD) Technology,External hardware devices,3
Computer Science,AQA,1,Consequences of uses of computing,,8
Computer Science,AQA,2,"Individual (moral), social (ethical), legal and cultural issues and opportunities",Consequences of uses of computing,1
Computer Science,AQA,3,The Impact of Digital Technology,"Individual (moral), social (ethical), legal and cultural issues and opportunities",1
Computer Science,AQA,3,"Responsibilities, Legislation and Teaching Applications","Individual (moral), social (ethical), legal and cultural issues and opportunities",2
Computer Science,AQA,1,Fundamentals of communication and networking,,9
Computer Science,AQA,2,Communication,Fundamentals of communication and networking,1
Computer Science,AQA,3,Data Transmission Methods,Communication,1
Computer Science,AQA,3,Communication Metrics,Communication,2
Computer Science,AQA,2,Networking,Fundamentals of communication and networking,2
Computer Science,AQA,3,Network Topologies,Networking,1
Computer Science,AQA,3,Peer-to-Peer vs Client-Server,Networking,2
Computer Science,AQA,3,Wireless Networking and Security,Networking,3
Computer Science,AQA,3,The CSMA/CA Protocol,Networking,4
Computer Science,AQA,2,The Internet,Fundamentals of communication and networking,3
Computer Science,AQA,3,"The Internet, Packet Switching and Routing",The Internet,1
Computer Science,AQA,3,Internet Addressing and DNS,The Internet,2
Computer Science,AQA,3,Firewalls and Encryption,The Internet,3
Computer Science,AQA,3,Malware and Protection,The Internet,4
Computer Science,AQA,2,The Transmission Control Protocol/Internet Protocol (TCP/IP),Fundamentals of communication and networking,4
Computer Science,AQA,3,TCP/IP Layers and Sockets,The Transmission Control Protocol/Internet Protocol (TCP/IP),1
Computer Science,AQA,3,Ports and Application Layer Protocols,The Transmission Control Protocol/Internet Protocol (TCP/IP),2
Computer Science,AQA,3,Using FTP and SSH,The Transmission Control Protocol/Internet Protocol (TCP/IP),3
Computer Science,AQA,3,Web and Email Communication,The Transmission Control Protocol/Internet Protocol (TCP/IP),4
Computer Science,AQA,3,IP Addressing and Subnetting,The Transmission Control Protocol/Internet Protocol (TCP/IP),5
Computer Science,AQA,3,IP Standards and Address Types,The Transmission Control Protocol/Internet Protocol (TCP/IP),6
Computer Science,AQA,3,"DHCP, NAT and Port Forwarding",The Transmission Control Protocol/Internet Protocol (TCP/IP),7
Computer Science,AQA,3,Client-Server Model and Websockets,The Transmission Control Protocol/Internet Protocol (TCP/IP),8
Computer Science,AQA,3,"Web Applications (CRUD, REST)",The Transmission Control Protocol/Internet Protocol (TCP/IP),9
Computer Science,AQA,3,Data Formats and Client Architectures,The Transmission Control Protocol/Internet Protocol (TCP/IP),10
Computer Science,AQA,1,Fundamentals of databases,,10
Computer Science,AQA,2,Conceptual data models and entity relationship modelling,Fundamentals of databases,1
Computer Science,AQA,3,Data Modelling and ERDs,Conceptual data models and entity relationship modelling,1
Computer Science,AQA,2,Relational databases,Fundamentals of databases,2
Computer Science,AQA,3,Relational Database Concepts,Relational databases,1
Computer Science,AQA,2,Database design and normalisation techniques,Fundamentals of databases,3
Computer Science,AQA,3,Database Normalisation,Database design and normalisation techniques,1
Computer Science,AQA,2,Structured Query Language (SQL),Fundamentals of databases,4
Computer Science,AQA,3,Introduction to SQL (DDL & DML),Structured Query Language (SQL),1
Computer Science,AQA,2,Client server databases,Fundamentals of databases,5
Computer Science,AQA,3,Client-Server Databases and Concurrency,Client server databases,1
Computer Science,AQA,1,Big Data,,11
Computer Science,AQA,2,Big Data,Big Data,1
Computer Science,AQA,3,Defining Big Data,Big Data,1
Computer Science,AQA,3,Challenges and Processing Techniques,Big Data,2
Computer Science,AQA,3,Functional Programming for Big Data,Big Data,3
Computer Science,AQA,3,Representing Big Data,Big Data,4
Computer Science,AQA,1,Fundamentals of functional programming,,12
Computer Science,AQA,2,Functional programming paradigm,Fundamentals of functional programming,1
Computer Science,AQA,3,Core Functional Concepts,Functional programming paradigm,1
Computer Science,AQA,3,Functions as First-Class Objects,Functional programming paradigm,2
Computer Science,AQA,3,Function Application,Functional programming paradigm,3
Computer Science,AQA,3,Function Composition,Functional programming paradigm,4
Computer Science,AQA,2,Writing functional programs,Fundamentals of functional programming,2
Computer Science,AQA,3,Writing Functional Programs with Higher-Order Functions,Writing functional programs,1
Computer Science,AQA,2,Lists in functional programming,Fundamentals of functional programming,3
Computer Science,AQA,3,List Representation and Operations,Lists in functional programming,1
Computer Science,AQA,3,List Programming Experience,Lists in functional programming,2
Computer Science,AQA,1,Systematic approach to problem solving,,13
Computer Science,AQA,2,Aspects of software development,Systematic approach to problem solving,1
Computer Science,AQA,3,Analysis Phase,Aspects of software development,1
Computer Science,AQA,3,Design Phase,Aspects of software development,2
Computer Science,AQA,3,Implementation Phase,Aspects of software development,3
Computer Science,AQA,3,Testing and Evaluation,Aspects of software development,4
