subject,exam_board,level,title,parent_title,order_index
Business,Edexcel,3,Causes of Business Failure,Managing Company Finances,3
Business,Edexcel,2,Managing Resources,Managing business activities,4
Business,Edexcel,3,Methods of Production,Managing Resources,1
Business,Edexcel,3,Productivity and Efficiency,Managing Resources,2
Business,Edexcel,3,Capacity Utilisation,Managing Resources,3
Business,Edexcel,3,Stock Control and Lean Production,Managing Resources,4
Business,Edexcel,3,Quality Management,Managing Resources,5
Business,Edexcel,2,Responding to External Influences,Managing business activities,5
Business,Edexcel,3,Economic Influences,Responding to External Influences,1
Business,Edexcel,3,Legal Influences,Responding to External Influences,2
Business,Edexcel,3,The Competitive Environment,Responding to External Influences,3
Business,Edexcel,1,Business decisions and strategy,,3
Business,Edexcel,2,Corporate Objectives and Strategy,Business decisions and strategy,1
Business,Edexcel,3,Mission Statements and Corporate Objectives,Corporate Objectives and Strategy,1
Business,Edexcel,3,Strategic Models for Growth and Advantage,Corporate Objectives and Strategy,2
Business,Edexcel,3,Strategic and Tactical Decisions,Corporate Objectives and Strategy,3
Business,Edexcel,3,SWOT Analysis,Corporate Objectives and Strategy,4
Business,Edexcel,3,Analysing the External Environment,Corporate Objectives and Strategy,5
Business,Edexcel,2,Strategies for Business Growth,Business decisions and strategy,2
Business,Edexcel,3,Objectives and Problems of Growth,Strategies for Business Growth,1
Business,Edexcel,3,Growth through Mergers and Takeovers,Strategies for Business Growth,2
Business,Edexcel,3,Organic Growth,Strategies for Business Growth,3
Business,Edexcel,3,Advantages of Staying Small,Strategies for Business Growth,4
Business,Edexcel,2,Applying Decision-Making Techniques,Business decisions and strategy,3
Business,Edexcel,3,Quantitative Sales Forecasting,Applying Decision-Making Techniques,1
Business,Edexcel,3,Investment Appraisal Techniques,Applying Decision-Making Techniques,2
Business,Edexcel,3,Decision Trees,Applying Decision-Making Techniques,3
Business,Edexcel,3,Critical Path Analysis (CPA),Applying Decision-Making Techniques,4
Business,Edexcel,2,Analysing Influences on Business Decisions,Business decisions and strategy,4
Business,Edexcel,3,Corporate Timescales and Decision-Making Approaches,Analysing Influences on Business Decisions,1
Business,Edexcel,3,Corporate Culture,Analysing Influences on Business Decisions,2
Business,Edexcel,3,Stakeholder Management and Conflict,Analysing Influences on Business Decisions,3
Business,Edexcel,3,Business Ethics and Corporate Social Responsibility,Analysing Influences on Business Decisions,4
Business,Edexcel,2,Methods of Assessing Competitiveness,Business decisions and strategy,5
Business,Edexcel,3,Interpreting Financial Statements,Methods of Assessing Competitiveness,1
Business,Edexcel,3,Financial Ratio Analysis,Methods of Assessing Competitiveness,2
Business,Edexcel,3,Using Human Resource Data to Assess Competitiveness,Methods of Assessing Competitiveness,3
Business,Edexcel,2,Approaches to Managing Change,Business decisions and strategy,6
Business,Edexcel,3,Causes and Effects of Organisational Change,Approaches to Managing Change,1
Business,Edexcel,3,Managing the Change Process,Approaches to Managing Change,2
Business,Edexcel,3,Risk Management and Contingency Planning,Approaches to Managing Change,3
Business,Edexcel,1,Global business,,4
Business,Edexcel,2,Understanding Globalisation,Global business,1
Business,Edexcel,3,Economic Growth and Development,Understanding Globalisation,1
Business,Edexcel,3,"Trade, Specialisation, and Investment",Understanding Globalisation,2
Business,Edexcel,3,Drivers of Globalisation,Understanding Globalisation,3
Business,Edexcel,3,Protectionism,Understanding Globalisation,4
Business,Edexcel,3,Trading Blocs,Understanding Globalisation,5
Business,Edexcel,2,Managing Global Markets and Expansion,Global business,2
Business,Edexcel,3,Reasons for International Trade and Expansion,Managing Global Markets and Expansion,1
Business,Edexcel,3,Assessing a Country as a Market,Managing Global Markets and Expansion,2
Business,Edexcel,3,Assessing a Country for Production,Managing Global Markets and Expansion,3
Business,Edexcel,3,Reasons for Global Mergers and Joint Ventures,Managing Global Markets and Expansion,4
Business,Edexcel,3,Achieving Global Competitiveness,Managing Global Markets and Expansion,5
Business,Edexcel,2,Strategies for Global Marketing,Global business,3
Business,Edexcel,3,Global Marketing Strategies,Strategies for Global Marketing,1
Business,Edexcel,3,Global Niche Markets,Strategies for Global Marketing,2
Business,Edexcel,3,Cultural and Social Factors in Global Marketing,Strategies for Global Marketing,3
Business,Edexcel,2,Analysing Global Industries and Companies (MNCs),Global business,4
Business,Edexcel,3,The Impact of Multinational Corporations (MNCs),Analysing Global Industries and Companies (MNCs),1
Business,Edexcel,3,Ethical Issues: Labour and Environment,Analysing Global Industries and Companies (MNCs),2
Business,Edexcel,3,Ethical Issues: Supply Chain and Marketing,Analysing Global Industries and Companies (MNCs),3
Business,Edexcel,3,Controlling Multinational Corporations,Analysing Global Industries and Companies (MNCs),4
